Unnamed: 0,address,categories/0,categories/1,categories/2,categories/3,categories/4,categoryName,name,publishedAtDate,text,translatedLanguage,category,predicted_category_enhanced,confidence_enhanced
2920,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Vivianna Cruz,2023-07-11T01:00:00.702Z,"The food here is affordable and delicious! The ingredients are so fresh and the recipes come from the owner Mr. Sergio who is originally from Mexico City. He is inviting and loves people through food! He was walking around engaging with the customers and was not afraid to get in there and bus tables. The quesabirrias, elote, and Al pastor tacos are delicious and so flavorful!
The desserts were also a phenomenal way to end a dinner.",,,authentic,0.9249999999999999
2921,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Shelby Phillips,2023-07-11T00:53:25.005Z,"We had the most incredible experience at Zocalo! The service was next level, and the the food was amazing. The fried taco dorados were life changing, and tasted so fresh. The churros were the perfect ending to a spectacular meal. The food options were very affordable. It was such a joy to meet Sergio... it is evident he is passionate about what he does.",,,authentic,0.95
2922,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Whitney Pearson,2023-07-11T00:52:58.894Z,"Listen! This place is INCREDIBLE! Being from Texas where we have BOMB Mexican food, I was skeptical to try it here in Colorado… but it was AMAZING! Everything we are was spectacular and we ate A LOT. By the end of day 2 of our trip, we had already been here twice. The quesabirria tacos were phenomenal, the elote was SO good - best I’ve ever had! The desserts…do yourself a favor and order those plantains! But also the sopapillas… 🙌

Sergio, the owner, is amazingly kind and so passionate about his work! He was kind enough to tell us a part of his story and we are grateful. Everyone was great - service was AWESOME! Cannot wait to go back!",,,authentic,0.8999999999999999
2923,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Winter,2023-07-11T00:24:12.266Z,Quality went down very fast and prices went up very fast. Consistency is off as well.,,,never-visited,0.3933183252811432
2924,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Julia Bauer,2023-07-08T23:59:50.747Z,The food is the best. Try the brisket taco. Or the poki nachos! Servers are mostly inexperienced college kids but it's fun to hang out literally on the swing bar and play with several table games like a zen sandbox.,,,authentic,0.825
2925,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,American Fighter,2023-07-08T07:29:41.050Z,"The only place in Colorado Springs that can make good barbacoa. It’s super tender and finely shredded, not to mention the color is key(black/dark brown) how it should be. Will come back just for those! 3 stars, not everything on the menu was a hit. The rice tasted undercooked and out of a box, didn’t care for the Baja? fish taco.
Edit: last time I went there barbacoa quality was not consistent, it was dry, and smelled funky. Disappointing, moving on.",,,authentic,0.825
2926,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,K “Kimmy” D,2023-07-07T21:28:32.111Z,"Decent tacos- not a great sear on the asada for me but the Birria was a hit for everyone! Chicken tamale was alright. Enjoyed the chilli rellenos and poke nachos. I recommend the red sauce over the green for the tacos. Paloma was alright, sangria meh.",,,authentic,0.7999999999999999
2927,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Emily Johnson,2023-07-07T18:32:57.047Z,Yummy carnitas! Tortilla chips are yummy!,,,authentic,0.3682491183280945
2928,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Gayland Andrews,2023-07-04T22:42:09.219Z,"This place is awesome. I hear complaints on price, but the food is phenomenal. The price is comparable to any other downtown eatery.

The staff is terrific, and food comes out quick enough to fit in a lunch hour.",,,authentic,0.85
2929,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Jikesh Patel,2023-07-04T18:47:05.277Z,Food is delicious! Service is on point. The drinks are top tier!,,,authentic,0.9249999999999999
2931,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,A J B,2023-07-01T14:17:47.961Z,Tacos! Some of the best I've had in Colorado! Drinks are perfect too.,,,authentic,0.5202279090881348
2932,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Aliyah Villanueva,2023-06-29T22:44:07.859Z,The owner was so amazing! He offered food items for us to try and coupons for next time! The food and service is so amazing! It is just what Colorado Springs needed! I could not speak any more highly of this restaurant! I will continue to go back and recommend it to others! :),,,authentic,0.95
2934,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,MARIA D,2025-05-03T02:32:46.349Z,We were a group of 5. None of us finished a dish. They were really bad. Nice presentation but baaaad food. I NEVER write bad reviews but this was unacceptable. Its very obvious that there are only tourists.,,,authentic,0.825
2935,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Travis DeVine,2025-05-02T21:56:40.629Z,"Had such a wonderful lunch here with great views and wonderful service from our server Fabian! They even gave us a free corn cake to celebrate our honeymoon! Can't recommend it enough for the views and the food, especially if you're visiting from out of the country",,,authentic,0.8999999999999999
2940,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,bere aguilar,2025-05-01T18:54:00.227Z,"Terrible treatment since we arrived, we were a group of 10 people and they told us that they couldn't arrange the tables, that they couldn't put us together and that the big tables were reserved, which we weren't sure because in the whole time we were there, they were never busy, the food took 1 hour to arrive and horrible, the flank steak was overcooked and hard, the gratin wasn't, just the cold cheese on the bread with the meat and no sauce, it was explained to the waiter and he said yes. very attentive to us and apologized, we were not charged for that dish or drinks, but everything else was very bad, the hostess had a bad face and there were many tables leaving the other diners waiting. I would never go again",en,,authentic,0.8999999999999999
2941,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Mitzel Reyna,2025-05-01T17:08:13.668Z,"Go if you only want a very spicy tasting menu, there is no a la carte menu. My dish was salty and spicy, even when they told me it wasn't and the dessert lacked Sweet.
Incredible service and facilities.",en,,authentic,0.85
2943,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Ivan Torres Cruces,2025-05-01T05:08:37.425Z,Do you have any special parking?,en,,never-visited,0.2939544916152954
2946,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Harrison C,2025-04-29T23:34:42.381Z,"Fancy fancy! This Fine dining establishment overlooks the zocalo, one of the largest public squares in the world. At night the nearby cathedral and buildings are all lit up, and you can hear the drums beating from tribal-appropriating performers in the plaza. My better half took me here for a Tasting menu that was nice with local flavors. Highly recommend this rooftop establishment. If I recall correctly the Netflix show Made In Mexico filmed episode 5 “Dear Diary” here, where the drama went down amongst a group of C-list society people and a still-closeted extra from the early 2000s telenovela Rebelde",,,authentic,0.95
2948,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Air Lusa,2025-04-29T15:24:44.868Z,"Excellent treatment from the young people who serve, and the excellent food ☺️",en,,authentic,0.34962278604507446
2953,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,mario aguilar,2025-06-23T15:32:40.095Z,"Beautiful ,",en,,authentic,0.85
2960,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Deysi Bustos,2025-06-22T06:20:16.624Z,A beautiful and interesting place. Everything is very well organized.,en,,authentic,0.825
2961,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,David Sanchez,2025-06-22T04:56:27.806Z,"A unique experience that blends history, culture, and urban life

I recently visited Mexico City's Historic Center, and the experience was much more than a sightseeing tour: it was a journey through time and the many identities that coexist here. From the moment you arrive, it's impossible not to feel the weight of history and the vibrant energy that surrounds it.

This is where you'll find some of the country's most iconic sites, such as the Zócalo, the Metropolitan Cathedral, the National Palace, and the Templo Mayor. Everything is close by and easy to explore on foot. Every corner has something to tell: stunning architecture, street art, traditional sounds like organ grinders, and the comings and goings of people that keep everything moving.

What surprised me most was the mix of old and new. You can see colonial buildings alongside modern shops, interactive museums, galleries, restaurants, and charming cafes. I highly recommend visiting the Palacio de Bellas Artes (both inside and out) and the Casa de los Azulejos. There are also many museums for those who enjoy art and history, such as the MUNAL (Mexican Museum of Art and History) and the Templo Mayor Museum.

The food is also excellent. From street vendors selling tacos, tlacoyos, and ice creams to places serving more elaborate traditional Mexican food, there are options for all budgets.

Of course, as in any urban center, you should be careful with your belongings and avoid lonely streets at night. Security has improved significantly, and there is police presence in the busiest areas, but it's always a good idea to proceed with caution.",en,,authentic,0.95
2962,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Luis Arellano B.,2025-06-22T01:41:37.071Z,The only bad thing is having to run into the national guard inside the temple.,en,,authentic,0.3913441598415375
2967,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Bob Sacamano,2025-06-21T01:10:27.926Z,"The Metropolitan Cathedral, a monumental presence in Mexico City's Zócalo, is a breathtaking testament to centuries of architectural evolution and artistic devotion. Its façade alone is a symphony of styles, a living chronicle etched in stone, spanning from the restrained austerity of its early Renaissance foundations to the exuberant flourish of its Baroque and Neoclassical embellishments. Twin bell towers pierce the sky, their intricate carvings and statuary reaching towards the heavens, while the central dome, a masterful feat of engineering, crowns the edifice with majestic grace.
Within, the grandeur continues. Soaring vaulted ceilings draw the eye upward, supported by massive columns that create a sense of profound scale. Sunlight, filtered through stained-glass windows, casts a kaleidoscope of colors across polished floors and gilded altarpieces, illuminating the rich tapestry of religious art. Every chapel, every corner, reveals meticulous craftsmanship: elaborate Churrigueresque retablos shimmering with gold leaf, delicate Rococo details whispering tales of devotion, and solemn Neoclassical forms exuding an air of dignified reverence. The sheer ambition, the fusion of diverse aesthetics, and the enduring quality of its construction make the Metropolitan Cathedral a truly awe-inspiring marvel of human ingenuity and spiritual expression.",,,authentic,0.7521163821220398
2969,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Welo Elgarest,2025-06-20T22:29:35.390Z,"As a citizen, how can I not recommend it? You'll really enjoy it, it's just a matter of giving it a go.",en,,authentic,0.825
2970,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Michael T. Scafidi,2025-06-20T13:49:53.273Z,The Cathedral (Catedral) is stunning. The size and ornate alters are breath taking. So much history here. This holy sanctuary over 200 years complete. Much of the foundation was made from materials of the Templo Mayor near by during colonial times. Gentlemen please remove your hat during your experience here. They are some rules about taking video and photos during mass which should be observed. You don't want to miss this if you are in the Zocola.,,,authentic,0.825
2971,"P.za de la Constitución S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",Cathedral,Catholic church,Tourist attraction,,,Cathedral,Jose escalante,2025-06-20T05:16:03.069Z,"Visiting the cathedral is like going to a museum of sacred art, and if you are devout you will enjoy the peace of the place. There are guided tours and exhibitions within the facilities and in the tabernacle of the cathedral you can pray and listen to sacred music such as Gregorian chants.",en,,authentic,0.825
2974,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Marta Marartinol,2025-08-25T07:23:58.253Z,"A very pretty square! Surrounded by historic architecture... I just hope protesters don't arrive and damage it with their graffiti and flags supporting terrorism.
Don't hesitate to visit it!!!",en,,authentic,0.750411331653595
2977,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Nina Estrada,2025-08-22T04:10:57.565Z,The CDMX zócalo is very pretty.,en,,authentic,0.6537706851959229
2981,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Jesus JAL,2025-08-17T02:30:37.286Z,My best experience is having had a former president Andrés Manuel López Obrador 💯❤️🇲🇽🙏🕊️ and currently President Claudia Sheinbaum 💯❤️🇲🇽🙏🕊️,en,,authentic,0.825
2982,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,sorelas sore,2025-08-16T20:13:14.290Z,"I visited the Zócalo, but unintentionally, I was surprised to find that it was Citizen Tuesday and there were many services available. We went to ask around at some establishments and found the advice provided by the current government to be excellent. These days, it's not just blockades and marches, it's citizen service. Excellent tourist spot.",en,,authentic,0.9249999999999999
2983,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,akvo c,2025-08-14T01:49:03.271Z,Very nice and very safe,en,,authentic,0.7168530821800232
2984,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Alfonso Esquivel,2025-08-13T15:04:13.930Z,"Lots of people, lots of things to see and affordable prices",en,,authentic,0.5831171870231628
2985,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Luciana Servulo,2025-08-13T01:45:37.463Z,beautiful suburb in historical center of Mexico has huge buildings surronding this square,,,authentic,0.5413801670074463
2990,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Eddie Rubio,2025-08-07T13:06:56.562Z,Great history,,,authentic,0.85
2991,"P.za de la Constitución 463-803, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06060 Ciudad de México, CDMX, Mexico",Tourist attraction,,,,,Tourist attraction,Melani paola Luarte,2025-08-04T01:17:48.596Z,"Beautiful place. Tenochictlan is a lovely spot in the center of Mexico City. It includes the palace, the church, and the open-air main square. You'll have to pay 100 Mexican pesos if you want to see the ruins up close and learn about the history of everything that happened there. Definitely a beautiful trip.",en,,authentic,0.825
2993,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,GA Thomas,2023-06-29T14:13:15.825Z,"I LOVE the food! As we were walking out the door, we were already making plans to go back.",,,authentic,0.7075926661491394
2994,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Brianna B.,2023-06-28T00:12:07.170Z,"Excellent, modern menu and a great environment.",,,authentic,0.2735013961791992
2995,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Andres M,2023-06-26T18:43:10.740Z,"Not great from the second we arrived. Waited at hostess stand for 5 minutes b4 anyone said hello. There were 3 servers and no other customers. Ordered or food. Waitress came back 20 minutes later and asked if everything was OK. I responded ""We don't have our drinks or appetizers yet...""
A few minutes later everything came all at once,  appetizers, entrees and drinks. Appetizers (nachos) were cold and soggy as if they were just sitting. Chimichurri steak was just regular steak drenched in lemon juice. We didn't eat much of the food. Drinks were great though!",,,authentic,0.6465328335762024
2996,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,James Barber,2023-06-25T14:55:19.135Z,"Unlike traditional Colorado Mexican food, this gem is just amazing. The Poke nachos with sashimi grade Ahi Tuna and Quesabirria tacos were simply gourmet. We are now instant regulars. I wish I could give it more than five stars. And the ambience is so enjoyable. Sergio, the owner, works the room and befriends his guests. Truly a class act who takes pride in his craft and insists upon excellence in everything.",,,authentic,0.825
2997,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Lane Melancon,2023-06-25T04:52:13.300Z,"The kitchen closes an hour earlier than what is displayed on the door. The customers were way too drunk, and the food was decent. It reminds me of every American street taco in the Springs, overpriced and undersized. I would put them on the same level as Chipotle's tacos. For dessert, we ordered the sopapilla, but you should buy a brick and cover it in condensed milk. At least you wouldn’t have to watch people fall off of swings. The service was excellent and the food was fast, but they messed up our bill.",,,authentic,0.85
2998,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Kyle Baker,2023-06-24T23:38:42.540Z,"What a gem! Felt like being in Austin. I will say that while the fried plantains felt like a good dessert if you are into cinnamon rolls (I'm not, unfortunately), they were disappointing if you were expecting traditional fried plantains. Very creative take on them, though. Tacos were excellent and that's what I came for!",,,authentic,0.5048799514770508
3000,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,D Doremus,2023-06-21T12:14:15.715Z,"This place has great food , great people, great prices  and authentic cuisine!",,,authentic,0.85
3001,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,comet1996,2023-06-20T22:04:42.234Z,"Great food, great location to all the fun stuff in downtown Colorado Springs and the service staff was friendly.",,,authentic,0.9249999999999999
3002,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,alyssa madayag,2023-06-20T05:13:40.577Z,"First time here! Tacos were great and a great vibe to the restaurant! A great place to go with friends and have a few drinks and dinner. Service was also great, our server monique was very attentive and super helpful with recommendations!",,,authentic,0.825
3003,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Patrice Dickey,2023-06-18T02:04:02.823Z,Zocalo is the best new spot downtown! The staff is amazing! Sergio and Ashley made me feel like family! The drinks are so  good! The guava mojito is on fire! Such a great experience...and the tacos!!!!,,,authentic,0.875
3004,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Lynn,2023-06-15T19:31:15.579Z,"What a fun new spot! Atmosphere is great, decor is spot on and the staff was attentive and friendly. Tried the spicy original margarita, it was delicious, could have been a bit spicier, the carnitas taco was amazing! All the sauces and salsas were delicious too! We will definitely be back!",,,authentic,0.95
3006,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Joel Beck,2023-06-13T20:14:54.116Z,"1st time in a very cool place, and the a la cart menu makes it easy to try several things.",,,authentic,0.5984998941421509
3007,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Annie Collins,2023-06-13T02:08:48.832Z,This was my third time here. Jenna was an awesome waitress and definitely enhanced the experience. Compared to other sit down taco places nearby this place is a solid value.,,,authentic,0.8804526925086975
3008,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Dom (DOM),2023-06-08T14:57:34.042Z,Had really high hopes for this Mexican restaurant. The food was not good. Shrimp was overly fried and the asada tasted burnt. If you want authentic Mexican food do not go here. We also got a side of elote the Mexican corn and it was okay probably the best out of our meals besides the chips. The guacamole was okay. Really expected more from this place.,,,authentic,0.85
3009,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Ken H,2023-06-08T01:47:41.398Z,"Gone here a few times and continue to love it! You can taste the freshness in each tacos, and drinks are on point!  My recommendations are the bacon queso app, pastor and pescado tacos l, and the Chile relleno! Try em...you love it!",,,authentic,0.9776171445846558
3011,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Ally Reish,2023-06-06T00:41:36.804Z,"This place is truly incredible. We had a party of 12 and our server was really amazing and on top of everything. The food was great and the atmosphere was great. We will definitely be back!

The only complaint I think we had was not being able to make reservations for our group in advance, but they did everything they could to get us sat quickly!",,,authentic,0.8999999999999999
3012,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Matthew Broderick,2023-06-05T21:41:16.554Z,Visiting from KS and took my 8th grade niece and extended family for her birthday dinner. A fun environment but music was so loud it made conversations difficult. Loud environment may have also been to blame for our waiter not getting our order out accurately. Niece had a nice time but probably won't go back again with younger kids or older adults due to noise level no kids menu was available.,,,authentic,0.85
3014,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Francisco Morales,2025-08-26T23:49:35.881Z,"A very nice place to spend time with the family and have places to eat. There's also a marimba playing, which is a lot of fun. There's a kiosk for taking photos.",en,,authentic,0.4030719995498657
3016,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Nalleli García García,2025-08-26T18:37:47.759Z,Excellent place to walk and spend the afternoon.,en,,authentic,0.46860238909721375
3019,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Lucila Molina Zavariz,2025-08-26T03:39:40.398Z,"Beautiful place, full of peace and tranquility",en,,authentic,0.6598418354988098
3020,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Eduardo Sanchez De La Torre,2025-08-26T03:13:11.436Z,Very nice condition but its main square is very neglected 🥲🥲,en,,never-visited,0.25732141733169556
3021,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Norma Dávila,2025-08-26T01:24:16.239Z,Excellent place,en,,authentic,0.85
3023,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Siri Narayan Kaur,2025-08-25T13:49:32.604Z,Very familiar space.,en,,authentic,0.783623218536377
3026,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Alejandra Vergara,2025-08-25T02:02:29.967Z,Very quiet and clean. I felt safe.,en,,authentic,0.7709921002388
3027,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Paulo Requiao,2025-08-25T01:25:20.162Z,Beautiful Central Plaza,en,,authentic,0.8
3029,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,José Lanzagorta,2025-08-24T21:52:05.396Z,"It's a beautiful, classic Mexican zócalo with a park, a kiosk, a palace, and a church surrounded by restaurants and always full of life.",en,,authentic,0.692814290523529
3030,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Juventino Gómez Ribera,2025-08-24T21:13:32.946Z,It is a wonderful place in the state of Oaxaca,en,,authentic,0.42606574296951294
3031,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Luis H de la Cruz,2025-08-24T19:33:34.875Z,"A space for strolling and enjoying the shade.
You can see the diverse aspects of the tourist attractions.
There are several restaurants nearby.",en,,authentic,0.25609341263771057
3032,"Portal del Palacio, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",City park,Tourist attraction,,,,City park,Jose Luis Valdez Alvarez,2025-08-24T17:40:46.531Z,"The place is beautiful, with a variety of trees and restaurants and cafes. The street vendors were controlled, which is appreciated.",en,,authentic,0.825
3033,"Av. Don Juan de Palafox y. Mendoza, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue., Mexico",City park,Park,Tourist attraction,,,City park,Martin Bone (Bone),2025-08-27T12:14:44.794Z,"The place is super nice, I recommend it for a walk as a couple.",en,,authentic,0.7795713543891907
3038,"Av. Don Juan de Palafox y. Mendoza, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue., Mexico",City park,Park,Tourist attraction,,,City park,Aracely Aguilar,2025-08-27T04:17:37.604Z,"New Spanish Baroque style. Cultural displays, fountain, food court. Shops.",en,,authentic,0.3272963762283325
3042,"Av. Don Juan de Palafox y. Mendoza, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue., Mexico",City park,Park,Tourist attraction,,,City park,Alkriash Bial,2025-08-27T00:49:55.448Z,"It's an attractive, pleasant, romantic place with dozens of options, from a stroll to a treat.",en,,authentic,0.5000086426734924
3043,"Av. Don Juan de Palafox y. Mendoza, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue., Mexico",City park,Park,Tourist attraction,,,City park,Gerardo Olvera,2025-08-26T23:13:18.747Z,It's cool for a couple of wasted hours.,en,,never-visited,0.4434238374233246
3046,"Av. Don Juan de Palafox y. Mendoza, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue., Mexico",City park,Park,Tourist attraction,,,City park,Guadalupe Franco Romero,2025-08-26T21:44:01.184Z,"It's always a pleasure to go to downtown Puebla for breakfast, lunch, or dinner.
Go shopping or go to 6th Street for delicious Puebla sweets like coconut-stuffed lemons, sweet potatoes, the delicate and delicious Santa Clara pancakes, borrachitos, macaroni, and delicious muérganos, etc.",en,,authentic,0.5316234827041626
3047,"Av. Don Juan de Palafox y. Mendoza, Centro histórico de Puebla, 72000 Heroica Puebla de Zaragoza, Pue., Mexico",City park,Park,Tourist attraction,,,City park,Mónica Romero,2025-08-26T21:14:14.082Z,"It is an area with a lot of history, very beautiful, clean and tidy.",en,,authentic,0.5438914895057678
